brand_name,validated,brand_parent_occurances,parent_company_name,id,brand_total_count,brand_frequency
vigor doctor,false,1,shangai guang xu daily commodity,shangai guang xu daily commodity,1,1
vigor grego,false,1,vigor grego,vigor grego,1,1
vigora,false,1,vigora,vigora,1,1
vigorin,false,1,ayurlab herbals pvt. ltd.,ayurlab herbals pvt. ltd.,1,1
vigoro,false,1,home depot,home depot,1,1
vijay,false,1,vijay spares corporation,vijay spares corporation,1,1
vijay laxmi,false,1,sri vijaya lakshmi dry fruits & spices,sri vijaya lakshmi dry fruits & spices,2,2
vijay's sweet,false,1,vijay,vijay,1,1
vijiu milk,false,1,vijuâ industries nigeria limited,vijuâ industries nigeria limited,54,1
viju,false,1,viju industries nigeria limited,viju industries nigeria limited,23,1
viju industries nigerian ltd.,false,1,vijuâ industries nigeria limited,vijuâ industries nigeria limited,9,1
viju milk,true,1,viju industries nigeria limited,https://vijufamily.com/brands/,81,9
viju water,true,1,viju industries nigeria limited,https://vijufamily.com/brands/,19,1
viking,false,1,british american tobacco,q856411,27,7
viking aftershave,false,1,viking aftershave,viking aftershave,1,1
vikoda,false,1,"vikoda, vikoda","vikoda, vikoda",6,2
vikos,false,1,"vikos sa, vikos sa","vikos sa, vikos sa",94,4
vikram premium,false,1,vikram tea,vikram tea,1,1
vikram tea,false,1,vikram tea,vikram tea,1,1
vila velha - ã“leo de soja,false,1,louis dreyfus company,louis dreyfus company,1,1
vilac,false,1,korea yakult,q625875,2,1
vilina,false,1,parakh group,parakh group,1,1
vilkyškių,false,1,vilkyškių pieninė,q4052700,3,2
villa,false,1,villa,villa,4,1
villa de los arroyos,false,1,villa de los arroyos,villa de los arroyos,1,1
villa del sur,false,1,danone,q329426,21,5
villa del sur - levite,false,1,villa del sur - levite,villa del sur - levite,20,2
villa dini,false,1,oasis group,oasis group,1,1
villa krim,false,1,villa krim,villa krim,20,1
villa san remo,false,1,"pritty s.a., villa san remo","pritty s.a., villa san remo",3,3
villagio,false,1,canada bread co.,canada bread co.,1,1
villamanaos,false,1,villamanaos,villamanaos,1,1
villanova,true,1,unbranded,unbranded,1,1
villar hermanos,false,1,unbranded,unbranded,2,1
villars,false,1,villars,villars,1,1
"villars, dark almony",true,1,unbranded,unbranded,1,1
villavicencio,false,1,danone,q329426,26,8
villeroy und boch,false,1,villeroy und boch,villeroy und boch,1,1
villiger,false,1,villiger,villiger,2,1
villiger-kiel,false,1,villiger-kiel,villiger-kiel,6,1
villis,false,1,villis,villis,1,1
villosa,false,1,katjes fassin gmbh & co. kg,katjes fassin gmbh & co. kg,3,1
vilniaus degtinė,false,1,vilniaus degtinė,q4052699,2,1
vilniaus duona,false,1,q17493386,q17493386,5,1
vilniaus duonas,false,1,q17493386,q17493386,1,1
vilniaus pergalė,false,1,vilniaus pergalė,vilniaus pergalė,51,1
viloe,false,1,viloe,viloe,1,1
vim,true,1,unilever,q157062,327,25
vim all purpose cleaner,false,1,vim all purpose cleaner,vim all purpose cleaner,75,1
vim bar,false,1,unilever,q157062,157,2
vim dishwashing liquid,false,1,unilever,q157062,210,2
vimal,attempted,1,vimal group,https://www.vimalagencies.net/vimal-group,505,11
vimal pan mansal,false,1,vishnu and amp,vishnu and amp,3,1
vimal pan masala,false,1,vishnu & amp;,vishnu & amp;,129,3
vimeiro,false,1,vimeiro,vimeiro,1,1
vimpro,true,1,unbranded,unbranded,1,1
vimto,false,1,bakhresa group,q27961785,17,9
vina café,false,1,vina café,vina café,1,1
vinaco,false,1,vinaco,vinaco,7,1
vinager,false,1,grupo don julio,grupo don julio,1,1
vinagre castelo,false,1,vinagre castelo,vinagre castelo,1,1
vinamilk,true,1,vinamilk,q1519175,165,25
vinapro,false,1,vinapro,vinapro,4,1
vinasoy,false,1,vinasoy,vinasoy,1,1
vinataba,false,1,cty thuá»‘c lã¡ sã i gã²n,cty thuá»‘c lã¡ sã i gã²n,2,1
vincinni,true,1,unbranded,unbranded,1,1
vincy pac,false,1,vinci pac company ltd,vinci pac company ltd,2,1
vinda,false,1,vinda,vinda,1,1
vinda tissue,false,1,vinda tissue,vinda tissue,3,2
vindi,false,1,vindi,vindi,4,2
vinegar,false,1,"don julio, pran-rfl group",q1498628q16743607,12,3
vinegar bangus,false,1,vinegar bangus,vinegar bangus,26,2
vinegar pusit,false,1,"izumi snacks, izummi snacks industries corporation","izumi snacks, izummi snacks industries corporation",46,9
vinh hao,false,1,"vinh hao, vinh hao co.","vinh hao, vinh hao co.",15,5
vinh phat,false,1,vinh phat,vinh phat,1,1
vinh phat company,false,1,vinh phat company,vinh phat company,4,1
vinh thai thanh company,false,1,vinh thai thanh company,vinh thai thanh company,1,1
vinho cantinho do vale,false,1,vinho cantinho do vale,vinho cantinho do vale,2,2
viniq,false,1,viniq,viniq,2,2
vino,false,1,campiã±a,campiã±a,12,2
vino gano,false,1,vino gano wine company,vino gano wine company,11,1
vino tinto don simon,false,1,don simon,don simon,3,1
vino toro,false,1,vino toro,vino toro,8,1
vinola,false,1,cv aneka pangan mas,cv aneka pangan mas,1,1
vintage h2o,false,1,hot beverages,hot beverages,1,1
vintage seltzer,false,1,colt beverages inc.,colt beverages inc.,9,2
vinto,false,1,kevian kenya ltd,kevian kenya ltd,1,1
vinut,false,1,"nam viet co., ltd","nam viet co., ltd",1,1
vinya sardá penedés,true,1,unbranded,unbranded,1,1
vio,false,1,the coca-cola company,q3295867,22,4
viola,false,1,altria,q445007,12,6
violet,false,1,altria,q445007,2,1
viper,false,1,viper,viper,1,1
virat masala,false,1,virat,virat,1,1
virelle,false,1,compus pharma,compus pharma,1,1
virgin,true,1,unbranded,unbranded,6,6
virgin drinking water,false,1,tipnatee (2005),tipnatee (2005),3,3
virgin mango,false,1,virgin mango,virgin mango,2,1
virginia,false,1,virginia food inc,virginia food inc,1,1
virginia hotdog,false,1,virginia,virginia,4,1
virginia slim,false,1,altria,q445007,1,1
virignia,false,1,virignia,virignia,1,1
virony,false,1,virony,virony,25,1
virus shutout,true,1,unbranded,unbranded,2,1
visa premium engine oil,false,1,visa premium engine oil,visa premium engine oil,1,1
visconti,false,1,viscont,viscont,1,1
visine,false,1,johnson & johnson,q333718,2,2
visionworks nanofilms,false,1,visionworks nanofilms,visionworks nanofilms,1,1
viskovo water,false,1,viskovo (ukrainan water),viskovo (ukrainan water),43,1
viso energy,false,1,viso energy,viso energy,2,2
visoo 2000,false,1,visoo 2000,visoo 2000,1,1
vissan,false,1,vissan,vissan,2,2
vistar credit union,false,1,plus,plus,1,1
vistara,false,1,vistara,vistara,1,1
visvivit richoco,false,1,visvivit richoco,visvivit richoco,1,1
vit,false,1,"vit, c.a.",q7907085,54,22
vita,true,1,vitasoy international holdings,q15081643,420,27
vita avena,false,1,pasteurizadora quito,pasteurizadora quito,3,1
vita coco,false,1,century pacific food,q18345141,2,2
vita cream,false,1,atec,atec,1,1
vita drinking water,true,1,unbranded,unbranded,8,1
vita health drink,false,1,vita health drink,vita health drink,2,1
vita jelly,false,1,orang tua,orang tua,7,3
vita jelly drink,false,1,orang tua,orang tua,23,7
vita keratin,false,1,unilever,unilever,1,1
vita latti,false,1,unbranded,unbranded,1,1
vita leche,false,1,vita,vita,1,1
vita life,true,1,unbranded,unbranded,1,1
vita pepper,false,1,vita pepper,vita pepper,39,1
vita plus,false,1,"first vita, vita plus","first vita, vita plus",3,2
vita soy,false,1,jg summit holdings,q6108205,3,2
vita supra,false,1,vita supra sucos,vita supra sucos,2,2
vita tea,false,1,vitasoy international holdings,vitasoy international holdings,4,3
vita/vitasoy,false,1,vita/vitasoy,vita/vitasoy,75,3
vitaaer,false,1,vitaaer,vitaaer,55,1
vitaaz,false,1,vitaaz,vitaaz,1,1
vitacimin,false,1,takeda indonesia,takeda indonesia,4,3
vitacimin vitamin c,false,1,takeda indonesia,takeda indonesia,3,1
vitaer,false,1,vitaer,vitaer,55,1
vitafusion,false,1,northwest natural products,northwest natural products,1,1
vitagen,false,1,malaysia milk sdn bhd,malaysia milk sdn bhd,8,4
vitakraft,false,1,vitakraft schweiz ag,vitakraft schweiz ag,1,1
vitakrim,false,1,nabati group,q19727082,1,1
vitakrone,false,1,schwarz gruppe,q712034,1,1
vital,false,1,"despar, vital, vital","despar, vital, vital",19,8
vital 2,false,1,vital,vital,5,1
vital drinking water,false,1,vital drinking water,vital drinking water,34,2
vital fuerte,false,1,farmamedica,farmamedica,1,1
vital mineral water,true,1,unbranded,unbranded,1,1
vitalait,false,1,vitalait,vitalait,27,7
vitale,false,1,vitale,vitale,92,4
vitalinea,false,1,danone,q329426,1,1
vitalis,false,1,"vitalis, wipro unza",q96140555q18924914,15,4
vitalis magnesium,false,1,pharcona gmbh,pharcona gmbh,1,1
vitalite,false,1,vitalite,vitalite,1,1
vitalix,false,1,roemmers,roemmers,1,1
vitaloe,false,1,quala,q6094076,6,3
vitam,false,1,elais - unilever - kkr,elais - unilever - kkr,16,1
vitamassa,false,1,vitamassa,vitamassa,1,1
vitamilk,false,1,green spot,q2914322,7,3
vitamin c 1000,false,1,sidomuncul,sidomuncul,1,1
vitamin c c&c,false,1,vitamin c c&c,vitamin c c&c,2,2
vitamin d,false,1,vitamin d,vitamin d,1,1
vitamin e,true,1,unbranded,unbranded,1,1
vitamin e and aloe vera,true,1,unbranded,unbranded,1,1
vitamin fuchs,false,1,vitamin fuchs,vitamin fuchs,1,1
vitamin pack,false,1,la croesus pharma inc,la croesus pharma inc,1,1
vitamin performance,false,1,as cēsu alus,as cēsu alus,1,1
vitamin water,false,1,the coca-cola company,q3295867,42,24
vitamin well,false,1,q108345360,q108345360,10,9
vitamin well relaxed,false,1,vitamin well relaxed,vitamin well relaxed,2,1
vitamin well reload,false,1,vitamin well ab,vitamin well ab,1,1
vitaminas c,false,1,mkc,mkc,1,1
vitamine active,false,1,vitamine active,vitamine active,1,1
vitaminwater,false,1,the coca-cola company,q3295867,13,5
vitaminwell,false,1,vitaminwell,vitaminwell,2,2
vitamix,false,1,vitamix labs,vitamix labs,11,1
vitaplus,false,1,first vita plus marketing corp.,first vita plus marketing corp.,1,1
vitaquelle,false,1,gã¼ssinger beverages & mineralwater gmbh (owner: e & a beteiligungs gmbh),gã¼ssinger beverages & mineralwater gmbh (owner: e & a beteiligungs gmbh),4,2
vitasnella,false,1,mondelez international,mondelez international,9,3
vitasoy,false,1,vitasoy international holdings,q15081643,4,4
vitasoy international holdings,false,1,vitasoy international holdings,vitasoy international holdings,1,1
vitc,false,1,vitc,vitc,1,1
vitell,false,1,vitell,vitell,5,1
vithoba,false,1,vithoba vardan,vithoba vardan,1,1
vithoba vardan,false,1,vithoba vardan,vithoba vardan,1,1
vitner's,false,1,vitner's snacks,vitner's snacks,3,1
vitral,false,1,neutral,q11324898,2,1
vittel,false,1,nestlé,q160746,37,14
vitthal,false,1,vitthal,vitthal,2,1
vittorio,false,1,vittorio,vittorio,2,1
viva,true,1,kimberly-clark,q1741634,32,11
viva condom,false,1,gautex medica s.l,gautex medica s.l,1,1
viva drinkin water,false,1,the coca-cola company,q3295867,73,1
viva plus,true,1,lee group of companies,https://saharareporters.com/2019/07/29/chinese-billionaire-and-tale-land-grab-northern-nigeria,235,1
vivalait,false,1,vivalait,vivalait,26,1
vivam,false,1,vivam,vivam,1,1
vivas,false,1,vivas,vivas,1,1
vive 100,false,1,quala,q6094076,41,13
vivecryl,false,1,î²î¹î²îµï‡ïï‰î¼,î²î¹î²îµï‡ïï‰î¼,1,1
vivenza cool,false,1,vivenza cool,vivenza cool,3,2
vivi,false,1,butik vivi,butik vivi,1,1
vivi kola,false,1,vivi kola,vivi kola,1,1
vivi soy milk,false,1,"vivi food & beverage co., ltd","vivi food & beverage co., ltd",1,1
vivi010,false,1,vivi010,vivi010,1,1
vivian bigger and better,false,1,banrut rolls nig. ltd.,banrut rolls nig. ltd.,4,2
vivid,false,1,vivid snacks,vivid snacks,1,1
vivident,false,1,perfetti van melle,q612524,24,3
vivident gomme da masticare,false,1,perfetti van melle,q612524,3,1
vivil,true,1,vivl,q1544329,149,8
vivil extra,false,1,vivil a. müller gmbh & co. kg,vivil a. müller gmbh & co. kg,1,1
viviland,false,1,md,md,1,1
vivinda,false,1,vivinda,vivinda,1,1
vivissima,false,1,vivissima,vivissima,1,1
"vivita 0,1%",false,1,stuffer,stuffer,1,1
vivizia,false,1,la fonte srl,la fonte srl,1,1
vivo cosmetic,false,1,vivo cosmetics,vivo cosmetics,1,1
vivu,attempted,1,the coca-cola company,q3295867,250,1
vix,true,1,unbranded,unbranded,1,1
vixal,false,1,unilever,q157062,3,3
vixol,false,1,i.p. group,i.p. group,2,2
viyott,false,1,seoulmilk,seoulmilk,1,1
vizir,false,1,vizir,vizir,1,1
viá»‡t nga,false,1,cty giáº¥y viá»‡t nga,cty giáº¥y viá»‡t nga,1,1
viãªn uá»‘ng yáº¿n sã o,false,1,cty tnhh yáº¿n ä‘áº£o,cty tnhh yáº¿n ä‘áº£o,1,1
viña cono sur,false,1,viña concha y toro s. a.,viña concha y toro s. a.,2,1
viña san pedro,false,1,ccu inversiones s.a.,ccu inversiones s.a.,1,1
viči,false,1,viči,viči,1,1
vkc,false,1,"vkc, vkc group","vkc, vkc group",7,1
vkusia,false,1,vkusia,vkusia,2,1
vkusny standart,false,1,deniz richards,deniz richards,1,1
vladmir,false,1,tanzania distillers ltd,tanzania distillers ltd,1,1
vlasic,false,1,pinnacle foods,q16983587,1,1
vlasinka,true,1,the coca-cola company,q3295867,687,1
vlhäenã© utierky,false,1,balea,balea,2,1
vlt,false,1,vita soy,vita soy,2,1
vm group,false,1,vm group,vm group,2,2
vnk deluxnuts,false,1,vnk deluxnuts,vnk deluxnuts,1,1
vo sue,false,1,vo sue,vo sue,1,1
vocacion,false,1,arcor,arcor,1,1
voda,false,1,agrokor,q397347,23,3
voda atlantis,false,1,atlantis,q10858979,2,1
voda diva,false,1,eko - per doo,eko - per doo,4,1
voda mercator,false,1,agrokor,q397347,2,1
voda rodnikovaya,false,1,ooo svetloyar,ooo svetloyar,1,1
voda tea,false,1,stojiäœiä† soäœa,stojiäœiä† soäœa,1,1
voda tuå¡,false,1,lbz primaqua,lbz primaqua,1,1
voda voda,false,1,voda voda,voda voda,49,3
vodamin,false,1,other brand,other brand,7,1
vodavoda,false,1,vodavoda (frutela group),vodavoda (frutela group),1,1
vodka,false,1,"blue distillers ltd, tanzania distillers ltd, vodka ltd, zoroton liquer","blue distillers ltd, tanzania distillers ltd, vodka ltd, zoroton liquer",55,6
vodka askov,false,1,asteca,asteca,1,1
vodka mix drink,false,1,vodka mix drink,vodka mix drink,2,1
vodochka,false,1,vodochka,vodochka,1,1
vody,false,1,vody,vody,15,1
vogue,false,1,british american tobacco,q856411,14,7
voice combo,false,1,mondelez international,q12857502,1,1
voila juice,false,1,voila juice,voila juice,1,1
voki ice,true,1,unbranded,unbranded,1,1
vola,true,1,unbranded,unbranded,2,1
volfas & engelmanas,false,1,volfas & engelmanas,volfas & engelmanas,1,1
volg,false,1,fenaco gruppe,fenaco gruppe,4,4
volga,false,1,volga oil corp,volga oil corp,1,1
volini,false,1,sun pharma,sun pharma,2,1
volitic,true,1,the coca-cola company,q3295867,172,1
volkswagen,false,1,"porsche se, volkswagen","porsche se, volkswagen",2,2
vollmilch brocken,false,1,august storck kg,q566814,2,1
vollmilchbrocken,false,1,vollmilchbrocken,vollmilchbrocken,2,1
voloshyn,false,1,voloshyn,voloshyn,1,1
volpi foods,false,1,volpi foods,volpi foods,1,1
volslauer,false,1,ottakringer,ottakringer,1,1
volt,false,1,volt,q62266131,14,7
volt energy drink,false,1,aje group,aje group,4,2
volte sempre,false,1,volte sempre,volte sempre,1,1
voltic,true,1,the coca-cola company,q3295867,2984,13
voltic (voltic togo sarl),false,1,voltic (voltic togo sarl),voltic (voltic togo sarl),5,1
voltic cool pak,true,1,the coca-cola company,q3295867,212,1
voltic drinking water,false,1,voltic drinking water,voltic drinking water,112,1
voltic mineral water,true,1,the coca-cola company,q3295867,483,2
voltic water,false,1,voltic water,voltic water,5,1
volvic,false,1,danone,q329426,93,38
volvoline,false,1,valvoline llc,valvoline llc,1,1
volvone,false,1,volvone,volvone,1,1
volzhskiy pekar,false,1,ooo volzhskiy pekar,ooo volzhskiy pekar,1,1
vonpar refrescos,false,1,vonpar refrescos,vonpar refrescos,2,2
vons,false,1,cerberus capital management,q289362,3,2
voody,false,1,voody,voody,8,1
voothmar,false,1,voothmar cookies,voothmar cookies,1,1
vores,true,1,unbranded,unbranded,1,1
voss,false,1,"stuffn more ltd, voss","stuffn more ltd, voss",4,3
voss production,false,1,voss production,voss production,1,1
vovo,false,1,vovo,vovo,1,1
vow,false,1,vow,vow,8,1
vox,false,1,vox amplification,q1122899,1,1
vpro jelly,false,1,vpro vaper llc,vpro vaper llc,1,1
vriis,false,1,vriis venture,vriis venture,393,2
vrnci,false,1,vrnci,vrnci,1,1
vrus,false,1,viezus venture,viezus venture,24,2
vrus water,false,1,viezus venture,viezus venture,1,1
vsn,false,1,vsn,vsn,1,1
vsop,false,1,vsop,vsop,1,1
vurgun,false,1,vurgun,vurgun,2,1
vurur,false,1,vurur,vurur,1,1
vvd,false,1,vvd & sons pvt. ltd,vvd & sons pvt. ltd,1,1
vw,false,1,volkswagen group,q156578,1,1
vynchez exited,false,1,vynchez exited,vynchez exited,1,1
vynil banner,true,1,unbranded,unbranded,1,1
vyshnivetska,false,1,ocheretnyuk,ocheretnyuk,1,1
vytautas,false,1,q20503936,q20503936,2,2
vã­no,false,1,vã­no,vã­no,1,1
vã­äka,false,1,"neuräeno, vã­äka","neuräeno, vã­äka",73,1
vã­äka od pet lahvã­,false,1,vã­äka od pet lahvã­,vã­äka od pet lahvã­,9,1
vã¶slauer,false,1,vöslauer,q1799920,82,4
vöslauer,false,1,dm,q110167604,1,1
w'dank,false,1,nutrifood,q31174144,2,1
w. l. foods,false,1,w.l. food products,w.l. food products,8,7
w.l,false,1,w.l,w.l,90,2
w.l foods,false,1,w.l. food products,w.l. food products,19,9
w.l snacks,false,1,w.l foods,w.l foods,79,1
w.l. 24/7,true,1,unbranded,unbranded,1,1
w.l. foods,false,1,w.l. food products,w.l. food products,2,1
w.l. foodscorn bits,false,1,w.l. food products,w.l. food products,1,1
w5,false,1,schwarz gruppe,q712034,1,1
w5 brillenputztuch,false,1,w5,w5,3,1
w5 glasses wipe,true,1,unbranded,unbranded,1,1
wa bait supply,false,1,"wa bait supply, wa bait supply","wa bait supply, wa bait supply",8,3
wa kwa,true,1,unbranded,unbranded,1,1
wa wa,false,1,wawa,q5936320,5,1
waba,false,1,waba mineral water,waba mineral water,1,1
waba grill,false,1,waba grill franchise corp.,waba grill franchise corp.,1,1
wachie corn chips,false,1,wachie corn chips,wachie corn chips,1,1
wackie corn chips,false,1,wachie corn chips,wachie corn chips,1,1
wacko,false,1,wacko,wacko,1,1
wacko's,false,1,unichips worldwild,unichips worldwild,2,2
wacky,false,1,wacky,wacky,2,1
wafello,false,1,mayora indah,q12497654,80,24
wafelo,false,1,roma,roma,5,3
wafer,false,1,"colombina, nissin foods holdings",q54850298q18341667,12,3
wafer choco,false,1,mondelez international,q12857502,17,5
wafer chocolare bar,false,1,shinsegae,shinsegae,1,1
wafer columbia,false,1,sumber makmur,sumber makmur,1,1
wafer cream strawberry,false,1,sarimurni jaya,sarimurni jaya,1,1
wafer cubes,false,1,yale foods limited,yale foods limited,13,1
wafer khong guan,false,1,khong guan,khong guan,2,1
wafer roma,false,1,mayora indah,q12497654,9,2
wafer stick,false,1,mondelez international,q12857502,5,1
wafer super star,false,1,wafer super star,wafer super star,2,1
wafer time,false,1,"monde nissin, mondelez international",q6898690q12857502,74,7
wafer time double choco,false,1,republic biscuit corporation,q7314390,1,1
wafers,false,1,roshen,q2635017,9,4
waffello,false,1,waffello,waffello,11,1
waffer,false,1,pran-rfl group,q16743607,19,2
waffle deluxe,false,1,mondelez international,q12857502,1,1
waffle house,false,1,"waffle house, waffle house inc","waffle house, waffle house inc",6,4
waffle king,false,1,waffle king,waffle king,1,1
waffle time,false,1,waffle time group of companies,waffle time group of companies,1,1
waffrets,false,1,jg summit holdings,q6108205,10,2
wafir,false,1,wafir,wafir,2,1
wafrets,false,1,jg summit holdings,q6108205,79,7
wafrette jack n jill,false,1,universal robina corporation,universal robina corporation,1,1
wafritz,false,1,wafritz,wafritz,3,1
wafrix,false,1,wafrix,wafrix,8,1
wafu,false,1,liwayway holdings company limited,liwayway holdings company limited,2,1
wagh bakri,false,1,gtppl,gtppl,2,2
wagner,false,1,wagner juice co,wagner juice co,2,1
wagon wheel,false,1,dare foods ltd.,dare foods ltd.,2,2
wagon wheels,false,1,wagon wheels,wagon wheels,10,3
wahaha,true,1,hangzhou wahaha group,q1071849,160,15
wai wai,true,1,chaudhary group,q13181043,4123,14
wai wai mama punte,false,1,cg foods india pvt. ltd.,cg foods india pvt. ltd.,651,3
wai wai noodles,false,1,thai preserved food factory,thai preserved food factory,1,1
waiakea,false,1,waiakea,waiakea,1,1
waiakea hawaiian volcanic water,false,1,waiakea hawaiian volcanic water,waiakea hawaiian volcanic water,1,1
waisan,false,1,kalbe farma,q6351754,1,1
waitrose,false,1,waitrose & partners,q771734,2,2
waiwai,false,1,mainichi daily news,q11547274,17,6
wake up,false,1,rewe group,q573266,3,1
wake up 24/7,false,1,wake up 24/7,wake up 24/7,8,1
wake up 24/7 (energy drink),false,1,wake up 24/7 (energy drink),wake up 24/7 (energy drink),6,1
wake up 247,false,1,wake up 247,wake up 247,1,1
wake up eistee,false,1,rewe group,q573266,2,1
wakeup coffee,false,1,wakeup coffee,wakeup coffee,4,1
waku waku,false,1,glico wings,glico wings,2,2
wal mart,false,1,walmart,walmart,87,1
wal-mart,false,1,walmart,q483551,35,6
waldquelle,false,1,waldquelle kobersdorf gmbh,waldquelle kobersdorf gmbh,16,5
walfree,false,1,local kerala or india brand,local kerala or india brand,1,1
walgreen's (plastic bag),false,1,walgreens,walgreens,2,1
walgreen's / hilex,false,1,walgreens boots alliance,q18712620,1,1
walgreens,false,1,walgreens boots alliance,q18712620,6,5
wali,false,1,"pt. indotirta sejuk abadi, indonesia","pt. indotirta sejuk abadi, indonesia",2,2
walimeh,false,1,nejati industrial group (anata),nejati industrial group (anata),2,1
walkers,true,1,pepsico,q334800,204,26
walkers crisps,false,1,walkers,walkers,34,1
wall,false,1,wall,wall,1,1
wall's,true,1,unilever,q157062,147,12
walls,false,1,unilever,q157062,46,31
walmart,true,1,walmart,q483551,139,45
walmart - small bottled water,false,1,walmart,q483551,2,1
walmart bag,false,1,walmart,q483551,9,1
walmart bags,false,1,walmart,q483551,28,1
walmart grocery bag,false,1,walmart,walmart,1,1
walmart plastic bags,false,1,walmart,q483551,4,1
walmart stores inc.,false,1,walmart,q483551,2,2
walnut maroo,false,1,haitai,haitai,7,1
walstreet,true,1,unbranded,unbranded,1,1
walter,false,1,walter,q58195712,1,1
wan de fu,false,1,wan de fu,wan de fu,1,1
wana mentol,false,1,wana mentol,wana mentol,1,1
wanboa,false,1,wanboa,wanboa,2,1
wander,false,1,wander,q1286467,1,1
wander ag,false,1,wander ag,wander ag,11,1
wanfuquan,false,1,shenzhen wanfuquan beverage co. ltd,shenzhen wanfuquan beverage co. ltd,1,1
wang cheng,false,1,wang cheng,wang cheng,1,1
wang jia,false,1,wang jia,wang jia,1,1
wang jia po,false,1,wang jia po,wang jia po,1,1
wang kkumteul-i,false,1,kyungnam pharm,kyungnam pharm,1,1
wang lao ji,false,1,wang lao ji,wang lao ji,4,3
wang zai,false,1,wang zai,wang zai,1,1
wanga,false,1,health plus,health plus,46,2
wanga water,false,1,health plus,health plus,1,1
wanjai,false,1,"tofusan co.,ltd","tofusan co.,ltd",3,3
want want,false,1,want want group,want want group,29,1
want want milk,false,1,want want group,want want group,2,1
wantwant,false,1,want want china,q7968118,2,2
wantwant qq sugar,false,1,want want group,want want group,1,1
war hawk,false,1,gamefowl feed,gamefowl feed,1,1
wara,false,1,wara,wara,1,1
warana,false,1,warana,warana,3,1
warba,false,1,warba,warba,26,1
warba(enkay ltd),false,1,warba(enkay ltd),warba(enkay ltd),20,1
warburtons,false,1,warburtons,q7968887,9,2
warda,attempted,1,"warda, warda coral ltd, warda investment","warda, warda coral ltd, warda investment",702,5
wardah,false,1,q97213751,q97213751,10,8
wardoh,false,1,paragon technology,paragon technology,1,1
warhead,false,1,impact confections,q6005804,2,1
warhorse,false,1,khatogo tobacco factory,khatogo tobacco factory,3,1
warm fresh,true,1,unbranded,unbranded,9,1
warrior,false,1,warrior,warrior,2,1
wasa,false,1,barilla group,q762787,1,1
wasabi,false,1,foodex sas,foodex sas,1,1
wash & go,false,1,wash & go,wash & go,1,1
wash up,false,1,wash up,wash up,2,1
washed sugar,false,1,washed sugar,washed sugar,2,1
washington apple,false,1,washington apple,washington apple,3,1
washout shampoo,false,1,la croesus pharma inc,la croesus pharma inc,1,1
wassereis,false,1,mcc trading deutschland gmbh,mcc trading deutschland gmbh,2,1
wassereis verp,false,1,aro,aro,1,1
wassington,false,1,wassington s.a.,wassington s.a.,1,1
wastows,false,1,wastows,wastows,135,2
wata,false,1,wata,wata,13,4
watawala,false,1,watawala,watawala,2,1
water,false,1,niagara bottling,q55625166,43,6
water +,false,1,eckes granini,eckes granini,1,1
water 2go,false,1,water 2go,water 2go,1,1
water bags,true,1,unbranded,unbranded,25,1
water bottle,false,1,aqua,q11325967,26,3
water bottle (labels gone),true,1,unbranded,unbranded,2,1
water bottle (unk),true,1,unbranded,unbranded,3,1
water bottle cap,true,1,unbranded,unbranded,3,2
water bottle caps,true,1,unbranded,unbranded,30,1
water bottle label,true,1,unbranded,unbranded,1,1
water bottles,false,1,water bottles,water bottles,2,1
water bottles-no labels,true,1,unbranded,unbranded,10,1
water boy,false,1,waterboy ltd,waterboy ltd,1,1
water com,false,1,watercom,q67808808,21,1
water depot,false,1,water depot,water depot,4,1
water for less,true,1,unbranded,unbranded,3,1
water ford,false,1,water ford,water ford,1,1
water gremlin,false,1,water gremlin,water gremlin,1,1
water pipe,false,1,water pipe,water pipe,2,1
water quality association,false,1,water quality association,water quality association,1,1
water sachets,true,1,unbranded,unbranded,2224,1
water to go,true,1,unbranded,unbranded,4,1
water unknown,true,1,unbranded,unbranded,42,1
water2go,false,1,water2go,water2go,26,6
watercom,false,1,afya,afya,47,1
waterling,false,1,cv sidarta gautama tabanan,cv sidarta gautama tabanan,3,3
waterloo,false,1,waterloo,waterloo,1,1
watermaster,false,1,zhuhai watermaster biological technology co. ltd,zhuhai watermaster biological technology co. ltd,1,1
watermelon-bar,false,1,lotte,lotte,1,1
watsons,true,1,ck hutchison holdings,q19548352,182,20
watsonville berry coop,false,1,watsonville berry coop,watsonville berry coop,1,1
watt's,true,1,q56154447,q56154447,6,3
wave,false,1,suntory,q1345267,1,1
wave chips,false,1,zweifel pomy-chips ag,zweifel pomy-chips ag,1,1
wave zone,false,1,wave zone,wave zone,1,1
waw,false,1,"expand global industries ltd, waw enterprise","expand global industries ltd, waw enterprise",29,3
waw detergent,false,1,waw detergent,waw detergent,9,1
wawa,false,1,wawa,q5936320,7,7
wawa cup,false,1,wawa cup,wawa cup,1,1
wawel,false,1,wawel,q9371572,6,3
wawi schokolade,false,1,wawi – schokolade,wawi – schokolade,2,1
wax paper,false,1,subway,q244457,2,1
wax paper cup,false,1,subway,q244457,2,1
wayang,false,1,unbranded,unbranded,2,1
waye water,false,1,waye water,waye water,483,1
wazobia,attempted,1,wazobia market,wazobia market,171,4
wd 40,true,1,unbranded,unbranded,1,1
wd-40,true,1,unbranded,unbranded,1,1
wdolf wild ltd,false,1,wdolf wild ltd,wdolf wild ltd,1,1
we love van,false,1,we love van water,we love van water,1,1
